-4.0907624 -2.5633610 -5.5052142 0.00963880 -1.7884007 -0.7749072 0.55070712 -0.0796505 -0.6891855 -1.8957801 -2.5504856 -0.9196359 1.31483872 0.05379598 -0.7715289 -1.3153803 -1.5787048 2.07219878 -3.4181504 -2.0656829 -0.1519850 -6.3624848 1.76782184 -3.7314652 -1.8564297 0.04972183 -2.4203443 -2.9642504 2.36011039 3.85898084 1.71653602 -1.0412033 -4.0313427 4.36886740 -1.6676658 -0.4028217 0.98818951 -3.2502800 -1.1781160 -4.3857472 -1.3328312 0.05299444 1.57162530 -2.7509794 1.89488062 1.12178644 -2.6736107 4.29364877 1.49922922 -4.0069258 0.73960182 2.99853577 1.53215193 -7.3254185 1.00843259 0.29927770 0.33703728 1.41171430 1.20337818 2.73349431 -0.9491147 2.74132724 1.14427615 2.77748644 0.01739001 5.35850341 10.3018816 -1.2541350 4.88872725 0.46204352 6.70511802 2.05901082 0.21758373 -2.7635894 1.79532984 5.90820766 0.25979573 -1.0881880 -1.2911249 0.50396178 2.79675153 2.46890596 3.18584205 -3.3462298 -3.4108605 -2.1588215 3.98968466 0.83528388 -1.1582287 0.87576602 1.51400751 0.39410492 0.19440409 -0.9172546 4.89000221 -1.9066210 1.88443326 -1.4832213 1.77825214 2.41103793 -1.7838215 1.71168040 -1.2951927 2.18679696 3.27892603 -2.0461982 3.88450204 0.31060026 -1.1273058 0.30719951 -0.1851662 -1.3523638 0.17010319 -1.2655073 0.40717328 -1.3905101 -0.6381022 -1.8972947 -0.9382503 -2.0355453 -2.5988204 -0.6992191 -4.3677927 -3.6760365 -3.3451334 -3.2292386 -3.2168716 -5.7750962 -5.3535736 -6.1219809 2.81517614 -1.2582254 -0.3071141 -2.7926496 -0.2528477 -0.9305205 -4.5809332 3.87375315 -3.2336109 0.93273206 4.14088113 0.60270802 1.79392985 -0.8656071 -1.8023708 1.87875407 0.20589320 -0.4025931 2.78557737 -0.2563266 -2.8327167 -1.3344629 -0.6570988 -1.3115404 -0.6018190 2.94792269 -5.2902497 -1.7519657 -0.1141439 0.11756673 1.66280227 -5.8173212 -3.9033357 1.21704296 0.94928962 0.75903252 4.68254565 -1.0163200 -4.1094385 -1.3670080 0.12047119 5.54608557 -2.5603049 -0.1445858 2.57168388 0.80268019 2.50683721 3.14523504 1.25284533 7.26815980 -0.2075213 3.46069047 -3.1051188 3.84461814 5.07716316 3.02324275 -1.3389152 4.05657593 1.10094489 0.16467547 2.13902104 3.33572407 0.59467317 -0.8676295 -0.6493413 2.06145066 2.84593335 -2.7734096 -3.9229602 5.63817058 2.16425774 0.50309284 2.44994897 -2.2537546 2.35680318 5.88849823 0.17129536 2.27021519 -2.2736624 1.05668630 2.33999376 1.77568280 -0.5204148 -0.2725968 0.14942536 -0.7397737 0.51910918 -1.1989740 -0.5115240 -2.4540735 1.64598273 -5.8662753 -0.7863878 0.90873089 1.63909204 -3.0827095 -1.1407391 0.64080357 0.83490267 -3.1558182 -1.1769825 -4.1916400 1.21168196 -2.7054077 -3.5685249 -4.1264127 -5.0086051 -4.6961935 -3.7217849 -4.3851385 -1.6591701 -6.1705975 -4.9870136 -2.1935580 -0.5460715 -4.2859998 -5.5609924 -2.9255282 0.17047647 -0.3137284 -5.0020937 -3.1438074 0.71762162 -1.6317369 -3.7735180 0.21827360 -3.7105061 -2.2786509 0.15946208 -1.6838083 2.97245344 -5.1129167 2.51210139 0.96773000 -3.1941819 0.26557432 1.12664691 0.63129416 2.70321186 -2.4110969 0.81457020 3.67655787 -1.2670891 -2.0347186 -0.2040856 1.26717624 4.16145313 -1.5047312 2.33160178 -0.7046859 -0.6835897 4.24381837 -0.5342939 -1.9895805 3.33553145 4.92594677 3.39086416 2.49858353 7.39983928 2.43655949 8.66752438 3.65436817 4.03593178 7.68346608 5.19795082 1.97321649 1.05615665 2.39151584 5.62404027 5.88924502 8.86298387 5.90585564 1.36746066 8.68826909 10.0389388 3.12132789 -0.7257957 0.68351412 5.31122886 -0.0243123 4.41024055 0.77308336 1.80895242 -0.3055476 0.72705354 0.60476828 3.43724404 -1.7554764 0.76409850 2.58823321 3.59126762 1.82607521 0.04585476 -1.6609832 -1.0439164 -1.5900463 -2.9685398 0.41458392 1.77968194 -0.4972471 1.40014232 -7.1275473 2.23053166 2.93501172 -1.2894027 -2.1468709 -1.4010132 -2.3537068 -2.5091101 -2.5337022 -1.0753751 -2.1055030 -1.6491433 -2.4421531 -0.3221650 1.41386532 -2.0754757 -2.4491425 -0.2588742 2.69245617 -0.3262148 -2.6736297 -2.1453365 1.83888970 3.93019944 -1.1759160 -0.2756655 0.55133500 2.76337580 6.99571701 1.86454323 0.57801249 4.04097947 4.92655697 4.78581559 2.32989431 4.46242354 6.10747034 3.40140448 1.73519919 5.12314912 8.07447177 5.89073688 7.33660018 1.24896355 5.19367140 5.39306029 3.44432800 4.54721611 1.87033859 -2.9687081 -2.0386028 -1.4789692 -3.8616807 -3.9377153 2.99027499 -0.1794176 -5.5023256 -3.9032241 -0.9459018 -3.6733513 0.88940251 -2.9297092 -2.4495571 -2.9518065 0.22535181 0.30534170 5.63935224 5.04037059 8.40535746 

//////////// LOG ////////////
Control Init:
-4.0917876 -2.5645921 -5.5068134 0.00804466 -1.7906068 -0.7767529 0.54879339 -0.0798259 -0.6906025 -1.8963337 -2.5525113 -0.9209213 1.31372209 0.05332186 -0.7721183 -1.3171308 -1.5795605 2.07102384 -3.4183657 -2.0662081 -0.1523973 -6.3628719 1.76748964 -3.7320164 -1.8569873 0.04988613 -2.4189178 -2.9640227 2.36032198 3.85849405 1.71746161 -1.0414772 -4.0316621 4.36812307 -1.6685013 -0.4023344 0.98715347 -3.2507285 -1.1772015 -4.3850270 -1.3317405 0.05323901 1.57259202 -2.7499904 1.89554823 1.12265966 -2.6734283 4.29510462 1.49984147 -4.0054318 0.74124737 2.99963703 1.53260093 -7.3243427 1.00938927 0.29964501 0.33771124 1.41280174 1.20440309 2.73430521 -0.9480654 2.74235433 1.14447249 2.77849141 0.01793855 5.35944612 10.3025069 -1.2540918 4.88925527 0.46263053 6.70597196 2.05867856 0.21764348 -2.7630664 1.79554809 5.90902948 0.26003046 -1.0878052 -1.2907958 0.50446155 2.79684710 2.47036199 3.18638283 -3.3459852 -3.4106459 -2.1588043 3.99014103 0.83664269 -1.1575363 0.87703516 1.51535255 0.39382554 0.19542358 -0.9157077 4.89053345 -1.9055647 1.88546885 -1.4818668 1.77888623 2.41227648 -1.7825465 1.71287783 -1.2942734 2.18779324 3.27963277 -2.0456336 3.88562837 0.31127363 -1.1267576 0.30655365 -0.1858091 -1.3531150 0.16849746 -1.2660721 0.40566345 -1.3921202 -0.6395184 -1.8998041 -0.9396231 -2.0383104 -2.6010333 -0.7017426 -4.3705990 -3.6792077 -3.3480128 -3.2313860 -3.2186494 -5.7770981 -5.3556544 -6.1237764 2.81342122 -1.2601971 -0.3084801 -2.7946473 -0.2538184 -0.9323279 -4.5829376 3.87244300 -3.2348588 0.93121770 4.13970972 0.60075822 1.79281697 -0.8663003 -1.8039291 1.87722118 0.20408441 -0.4037469 2.78350760 -0.2575265 -2.8341782 -1.3367011 -0.6591580 -1.3134962 -0.6034422 2.94562493 -5.2930826 -1.7542031 -0.1160361 0.11530302 1.66040950 -5.8196675 -3.9045558 1.21547438 0.94867607 0.75818750 4.68206726 -1.0154674 -4.1094531 -1.3657218 0.12295128 5.54814410 -2.5577949 -0.1413178 2.57435503 0.80643633 2.51085974 3.14949561 1.25688097 7.27257681 -0.2040828 3.46402299 -3.1018370 3.84764339 5.07962437 3.02589442 -1.3360108 4.05901734 1.10372831 0.16663456 2.14115764 3.33707768 0.59590226 -0.8660008 -0.6478811 2.06307224 2.84647016 -2.7724816 -3.9228178 5.63974689 2.16516451 0.50335989 2.45089534 -2.2531774 2.35745767 5.88910656 0.17200919 2.27031244 -2.2729785 1.05754950 2.33975492 1.77601074 -0.5206437 -0.2733948 0.14929269 -0.7399990 0.51807925 -1.2001551 -0.5131520 -2.4557535 1.64418919 -5.8686909 -0.7892178 0.90617375 1.63595944 -3.0858433 -1.1435495 0.63814982 0.83278671 -3.1587405 -1.1796841 -4.1936205 1.20920175 -2.7073394 -3.5709054 -4.1280969 -5.0101304 -4.6977606 -3.7220999 -4.3861325 -1.6583563 -6.1702616 -4.9864010 -2.1932490 -0.5463052 -4.2858775 -5.5609975 -2.9245767 0.17098275 -0.3132171 -5.0019632 -3.1432849 0.71786688 -1.6317259 -3.7738992 0.21736689 -3.7118563 -2.2793727 0.15749428 -1.6857684 2.96942565 -5.1159709 2.50934598 0.96347228 -3.1981850 0.26068122 1.12221701 0.62595633 2.69731664 -2.4176982 0.80711152 3.66915698 -1.2759554 -2.0448426 -0.2151004 1.25578423 4.14932915 -1.5182735 2.31833342 -0.7187668 -0.6971333 4.23091592 -0.5473850 -2.0012652 3.32480308 4.91649606 3.38208114 2.49161269 7.39459990 2.43184089 8.66393978 3.65241092 4.03511574 7.68389027 5.19972887 1.97560674 1.05924027 2.39517949 5.62946462 5.89402995 8.86912879 5.91321722 1.37464260 8.69632846 10.0460063 3.12931531 -0.7179372 0.69167783 5.31931148 -0.0165451 4.41766716 0.78124428 1.81724095 -0.2975740 0.73539005 0.61282254 3.44468554 -1.7470179 0.77196393 2.59599930 3.59882323 1.83335063 0.05342664 -1.6549234 -1.0382660 -1.5853316 -2.9656216 0.41686463 1.78151561 -0.4969032 1.39999814 -7.1287596 2.22729123 2.93113157 -1.2943294 -2.1523507 -1.4070156 -2.3612862 -2.5166481 -2.5430570 -1.0855222 -2.1155131 -1.6613590 -2.4541596 -0.3353280 1.40038955 -2.0893324 -2.4634417 -0.2737440 2.67758349 -0.3417444 -2.6895452 -2.1617397 1.82186044 3.91370829 -1.1931084 -0.2944291 0.53233323 2.74686852 6.98411605 1.85818750 0.57654419 4.04194708 4.93065770 4.79266140 2.33865145 4.47361731 6.12072143 3.41641433 1.75038892 5.14034528 8.09198244 5.90972954 7.35633843 1.26816389 5.21372831 5.41262126 3.46449572 4.56721703 1.88980897 -2.9499883 -2.0196547 -1.4620402 -3.8449671 -3.9217970 3.00464276 -0.1640794 -5.4892521 -3.8906163 -0.9350291 -3.6639325 0.89934768 -2.9215878 -2.4416651 -2.9448139 0.23063047 0.30964830 5.64174211 5.04171316 8.40582696 
Q: 0.0000
QT 1200.0
R: 0.0000
perturb_coefficient_train: 0.0000
step_coef: 0.0000
ctrl_step: 0.0200
sim_step: 0.0200
step_num:  400
rollout_train:  10
